년-월-일,출처 플랫폼,카테고리,성별,연령대,직업군,지역_시,지역_구,제목,접속 시간,사용 시간,검색사이트 URL,언론사 ID,언론사 이름,기사번호,플랫폼 기준 색션,매칭 키워드 
2025-01-12,다음,뉴스,여성,50대,화이트칼라,서울,마포구,약 복용 중 '자몽 섭취 금지' 문구 사라질 수도,2025-01-12 20:00,11,https://v.daum.net/v/20250112180013144,257,동아사이언스,2.03E+16,,자몽
2025-01-12,다음,뉴스,남성,30대,화이트칼라,서울,양천구,약 복용 중 '자몽 섭취 금지' 문구 사라질 수도,2025-01-12 23:49,9,https://v.daum.net/v/20250112180013144,257,동아사이언스,2.03E+16,,자몽
2025-01-12,네이버,뉴스,여성,20대,학생,대구,서구,약 복용 중 '자몽 섭취 금지' 문구 사라질 수도,2025-01-12 22:44,22,https://n.news.naver.com/article/584/0000030433?type=editn&cds=news_edit,257,동아사이언스,30433,생활,자몽
2025-01-12,다음,뉴스,여성,50대,블루칼라,대전,서구,"양곡법 거부, 체포도 거부... 거부의 시대에 만난 대학생-농민",2025-01-12 18:51,7,https://v.daum.net/v/20250112182400539,1502,오마이뉴스,2.03E+16,,포도
2025-01-12,네이버,뉴스,여성,50대,기타,서울,강서구,올해부터 특별재난지역 개인·소상공인 특허수수료 최대 90%↓,2025-01-12 12:52,2,https://n.news.naver.com/article/001/0015154648?sid=101,1446,연합뉴스,15154648,"경제,사회,정치",수수
2025-01-12,기타,뉴스,남성,60대,화이트칼라,경기,군포시,절대강자 바나나맛우유 제쳤다…외국인 韓편의점서 쓸어 담은 '이 간식' - 아시아경제,2025-01-12 17:18,20,https://cm.asiae.co.kr/article/2025010908263583700?utm_source=news.v.daum.net&utm_medium=referral&aceRef=https%3A%2F%2Fv.daum.net%2Fv%2F20250112125501220,1332,아시아경제,,,바나나
2025-01-12,네이버,뉴스,여성,40대,전업주부,대구,수성구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 21:12,7,https://n.news.naver.com/article/011/0004438635?cds=news_my,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,여성,30대,기타,경기,안산시 상록구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 21:49,9,https://n.news.naver.com/article/011/0004438635?cds=news_my,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,남성,30대,학생,서울,마포구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 21:58,20,https://n.news.naver.com/article/011/0004438635?cds=news_my,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,여성,30대,전업주부,경남,창원시 성산구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 22:38,14,https://n.news.naver.com/article/011/0004438635?cds=news_my,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,남성,50대,화이트칼라,서울,동대문구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 22:37,2,https://n.news.naver.com/article/011/0004438635?cds=news_my,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,여성,40대,화이트칼라,서울,강남구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 23:57,6,https://n.news.naver.com/article/011/0004438635?cds=news_my,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,남성,50대,화이트칼라,경기,고양시 덕양구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 18:37,4,https://n.news.naver.com/article/011/0004438635?cds=news_my,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,여성,50대,블루칼라,인천,중구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 18:29,28,https://n.news.naver.com/article/011/0004438635?cds=news_my,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,여성,30대,화이트칼라,서울,서초구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 20:12,31,https://n.news.naver.com/article/011/0004438635?cds=news_my,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,남성,30대,기타,울산,울주군,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 18:41,19,https://n.news.naver.com/article/011/0004438635,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,여성,20대,,경남,김해시,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 18:19,13,https://n.news.naver.com/article/011/0004438635?ntype=RANKING,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,여성,30대,화이트칼라,인천,서구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 17:56,8,https://n.news.naver.com/article/011/0004438635?cds=news_edit,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,여성,20대,학생,경기,시흥시,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 17:49,13,https://n.news.naver.com/article/011/0004438635?cds=news_edit,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,여성,60대,화이트칼라,서울,성북구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 17:24,37,https://n.news.naver.com/article/011/0004438635?cds=news_edit,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,여성,60대,,서울,강남구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 23:48,27,https://n.news.naver.com/article/011/0004438635?cds=news_edit,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,여성,40대,전업주부,경북,울진군,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 23:01,11,https://n.news.naver.com/article/011/0004438635?cds=news_edit,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,남성,60대,화이트칼라,경기,의정부시,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 23:16,5,https://n.news.naver.com/article/011/0004438635?cds=news_edit,1092,서울경제,4438635,경제,딸기
2025-01-12,네이버,뉴스,남성,60대,기타,전북,군산시,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-12 18:03,13,https://n.news.naver.com/article/011/0004438635?type=editn&cds=news_edit,1092,서울경제,4438635,경제,딸기
2025-01-12,기타,뉴스,남성,50대,블루칼라,인천,계양구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네? | 서울경제,2025-01-12 17:17,47,https://m.sedaily.com/NewsView/2GNNZGQ231?kakao_from=mainnews#cb,1092,서울경제,,,딸기
2025-01-12,기타,뉴스,,,,,,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네? | 서울경제,2025-01-12 18:33,49,https://m.sedaily.com/NewsView/2GNNZGQ231?kakao_from=mainnews#cb,1092,서울경제,,,딸기
2025-01-12,기타,뉴스,,,,,,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네? | 서울경제,2025-01-12 18:33,11,https://www.sedaily.com/NewsView/2GNNZGQ231?kakao_from=mainnews,1092,서울경제,,,딸기
2025-01-12,기타,뉴스,남성,50대,블루칼라,인천,계양구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네? | 서울경제,2025-01-12 17:17,56,https://www.sedaily.com/NewsView/2GNNZGQ231?kakao_from=mainnews,1092,서울경제,,,딸기
2025-01-12,기타,뉴스,남성,50대,화이트칼라,경기,안산시 상록구,"제철인데, 딸기주스가 안 팔려요…카페 사장님들 한숨 | 한국경제",2025-01-12 07:51,220,https://www.hankyung.com/article/202501108117g?kakao_from=mainnews,2217,한국경제,,,"딸기,제철"
2025-01-12,기타,뉴스,남성,50대,화이트칼라,서울,서초구,"제철인데, 딸기주스가 안 팔려요…카페 사장님들 한숨 | 한국경제",2025-01-12 09:32,31,https://www.hankyung.com/article/202501108117g?kakao_from=mainnews,2217,한국경제,,,"딸기,제철"
2025-01-12,기타,뉴스,남성,60대,화이트칼라,부산,북구,"제철인데, 딸기주스가 안 팔려요…카페 사장님들 한숨 | 한국경제",2025-01-12 09:34,22,https://www.hankyung.com/article/202501108117g?kakao_from=mainnews,2217,한국경제,,,"딸기,제철"
2025-01-12,기타,뉴스,남성,50대,기타,부산,해운대구,"제철인데, 딸기주스가 안 팔려요…카페 사장님들 한숨 | 한국경제",2025-01-12 13:45,111,https://www.hankyung.com/article/202501108117g?kakao_from=mainnews,2217,한국경제,,,"딸기,제철"
2025-01-12,네이버,뉴스,남성,50대,화이트칼라,경기,안양시 만안구,"중국산 나물 구분하려면?…""설 명절, 제수용품 원산지 확인 꼭""",2025-01-12 16:11,19,https://n.news.naver.com/article/666/0000061817?type=editn&cds=news_edit,104,경기일보,61817,경제,"국산,산지"
2025-01-12,네이버,뉴스,여성,50대,화이트칼라,경기,광명시,"중국산 나물 구분하려면?…""설 명절, 제수용품 원산지 확인 꼭""",2025-01-12 15:42,2,https://n.news.naver.com/article/666/0000061817?cds=news_media_pc,104,경기일보,61817,경제,"국산,산지"
2025-01-12,기타,뉴스,여성,50대,전업주부,서울,도봉구,"중국산 나물 구분하려면?…""설 명절, 제수용품 원산지 확인 꼭""",2025-01-12 16:01,5,https://www.kyeonggi.com/article/20250112580136?kakao_from=mainnews,104,경기일보,,,"국산,산지"
2025-01-12,기타,뉴스,남성,50대,화이트칼라,서울,노원구,"중국산 나물 구분하려면?…""설 명절, 제수용품 원산지 확인 꼭""",2025-01-12 15:30,57,https://www.kyeonggi.com/article/20250112580136?kakao_from=mainnews,104,경기일보,,,"국산,산지"
2025-01-12,다음,뉴스,남성,50대,화이트칼라,인천,남동구,"철원에서 5년째 파프리카 농사, “잠시 쉬러 온 고향에 뼈를 묻기로 했죠”[서영아의 100세 카페]",2025-01-12 08:44,216,https://v.daum.net/v/20250112070012709,752,동아일보,2.03E+16,,파프리카
2025-01-12,네이버,뉴스,여성,50대,,충북,청주시 상당구,"철원에서 5년째 파프리카 농사, “잠시 쉬러 온 고향에 뼈를 묻기로 했죠”[서영아의 100세 카페]",2025-01-12 12:05,2,https://n.news.naver.com/article/020/0003609397?cds=news_edit,752,동아일보,3609397,"사회,생활",파프리카
2025-01-12,네이버,뉴스,여성,40대,화이트칼라,전남,순천시,"철원에서 5년째 파프리카 농사, “잠시 쉬러 온 고향에 뼈를 묻기로 했죠”[서영아의 100세 카페]",2025-01-12 09:45,4,https://n.news.naver.com/article/020/0003609397?cds=news_edit,752,동아일보,3609397,"사회,생활",파프리카
2025-01-12,네이버,뉴스,여성,20대,,충북,청주시 상당구,"철원에서 5년째 파프리카 농사, “잠시 쉬러 온 고향에 뼈를 묻기로 했죠”[서영아의 100세 카페]",2025-01-12 10:00,8,https://n.news.naver.com/article/020/0003609397?cds=news_edit,752,동아일보,3609397,"사회,생활",파프리카
2025-01-12,네이버,뉴스,여성,20대,,충북,청주시 상당구,"철원에서 5년째 파프리카 농사, “잠시 쉬러 온 고향에 뼈를 묻기로 했죠”[서영아의 100세 카페]",2025-01-12 09:59,7,https://n.news.naver.com/article/020/0003609397?cds=news_edit,752,동아일보,3609397,"사회,생활",파프리카
2025-01-12,네이버,뉴스,여성,50대,블루칼라,서울,서대문구,"철원에서 5년째 파프리카 농사, “잠시 쉬러 온 고향에 뼈를 묻기로 했죠”[서영아의 100세 카페]",2025-01-12 10:09,7,https://n.news.naver.com/article/020/0003609397?cds=news_edit,752,동아일보,3609397,"사회,생활",파프리카
2025-01-12,네이버,뉴스,여성,40대,블루칼라,인천,서구,"철원에서 5년째 파프리카 농사, “잠시 쉬러 온 고향에 뼈를 묻기로 했죠”[서영아의 100세 카페]",2025-01-12 12:54,19,https://n.news.naver.com/article/020/0003609397?cds=news_my,752,동아일보,3609397,"사회,생활",파프리카
2025-01-12,기타,뉴스,남성,60대,화이트칼라,부산,북구,"철원에서 5년째 파프리카 농사, “잠시 쉬러 온 고향에 뼈를 묻기로 했죠”[서영아의 100세 카페]｜동아일보",2025-01-12 09:41,4,https://www.donga.com/news/Society/article/all/20250110/130825191/1?kakao_from=mainnews,752,동아일보,,,파프리카
2025-01-13,다음,뉴스,남성,30대,화이트칼라,서울,양천구,"""먹으면 뱃살 빼준다?""...식탁에 올리면 좋은 채소들",2025-01-13 01:36,7,https://v.daum.net/v/20250112222023690,2048,코메디닷컴,2.03E+16,,채소
2025-01-13,다음,뉴스,남성,30대,학생,광주,서구,"""먹으면 뱃살 빼준다?""...식탁에 올리면 좋은 채소들",2025-01-13 06:23,19,https://v.daum.net/v/20250112222023690,2048,코메디닷컴,2.03E+16,,채소
2025-01-13,다음,뉴스,여성,60대,전업주부,경기,안양시 만안구,"""먹으면 뱃살 빼준다?""...식탁에 올리면 좋은 채소들",2025-01-13 06:11,28,https://v.daum.net/v/20250112222023690,2048,코메디닷컴,2.03E+16,,채소
2025-01-13,기타,뉴스,남성,30대,기타,서울,마포구,"""먹으면 뱃살 빼준다?""...식탁에 올리면 좋은 채소들 - 코메디닷컴",2025-01-13 00:02,2,https://kormedi.com/1787760/?kakao_from=mainnews,2048,코메디닷컴,,,채소
2025-01-13,네이버,뉴스,여성,20대,,충북,청주시 상당구,"""쌀 재배 면적 강제로 줄이라니"".. 전농 전북도연맹, 철회 촉구",2025-01-13 12:32,4,https://n.news.naver.com/article/659/0000029523?cds=news_edit,1792,전주mbc,29523,사회,재배
2025-01-13,다음,뉴스,남성,40대,화이트칼라,충남,공주시,"""잠 잘 자려면?""...취침 1시간 전 '이 과일' 먹어라?",2025-01-13 18:37,27,https://v.daum.net/v/20250111200439876?x_trkm=t,2048,코메디닷컴,2.03E+16,,과일
2025-01-13,기타,뉴스,남성,60대,,강원,횡성군,"""채솟값 올라 콩나물만 사요""… '기후플레이션'은 평등하지 않다 | 한국일보",2025-01-13 07:33,3,https://m.hankookilbo.com/News/Read/A2025010918210005080?did=DA&kakao_from=mainnews,2266,한국일보,,,콩나물
2025-01-13,기타,뉴스,남성,60대,,강원,횡성군,"""채솟값 올라 콩나물만 사요""… '기후플레이션'은 평등하지 않다 | 한국일보",2025-01-13 07:33,8,https://m.hankookilbo.com/News/Read/A2025010918210005080?did=DA&kakao_from=mainnews,2266,한국일보,,,콩나물
2025-01-13,다음,뉴스,남성,60대,화이트칼라,서울,서초구,[CES 2025] AI 식물 재배·로봇 수확기까지…미래 농업에 ‘한발짝 더’,2025-01-13 13:40,6,https://v.daum.net/v/20250113050037314,478,농민신문,2.03E+16,,재배
2025-01-13,다음,뉴스,남성,40대,화이트칼라,충남,공주시,[신상잇슈] 서울우유 '미노스 바나나우유'·빙그레 '쥬시쿨 제로',2025-01-13 18:38,2,https://v.daum.net/v/20250111070014352?x_trkm=t,1446,연합뉴스,2.03E+16,,바나나
2025-01-13,기타,뉴스,남성,60대,화이트칼라,울산,중구,"[이슈플러스] 배민·쿠팡이츠, 수수료 동일해졌다…내년 본격 마케팅 경쟁 예고 - 전자신문",2025-01-13 06:48,90,https://m.etnews.com/20241119000110?obj=Tzo4OiJzdGRDbGFzcyI6Mjp7czo3OiJyZWZlcmVyIjtzOjEyNToiaHR0cHM6Ly9tLnNlYXJjaC5uYXZlci5jb20vc2VhcmNoLm5hdmVyP3NtPW10cF9odHkudG9wJndoZXJlPW0mcXVlcnk9JUVCJUIwJUIwJUVCJUFGJUJDKyVFQyVCRiVBMCVFRCU4QyVBMSslRUMlODglOTglRUMlOUQlQjUiO3M6NzoiZm9yd2FyZCI7czoxMzoid2ViIHRvIG1vYmlsZSI7fQ%3D%3D,1788,전자신문,,,수수
2025-01-13,다음,뉴스,남성,40대,화이트칼라,서울,서초구,“과일주스·탄산음료로 연 33만 명 사망”… ‘제로○○’은 안전할까?,2025-01-13 21:36,3,https://v.daum.net/v/20250113104131278,752,동아일보,2.03E+16,,과일
2025-01-13,다음,뉴스,남성,50대,화이트칼라,서울,노원구,“과일주스·탄산음료로 연 33만 명 사망”… ‘제로○○’은 안전할까?,2025-01-13 21:45,19,https://v.daum.net/v/20250113104131278,752,동아일보,2.03E+16,,과일
2025-01-13,다음,뉴스,여성,50대,화이트칼라,서울,도봉구,“과일주스·탄산음료로 연 33만 명 사망”… ‘제로○○’은 안전할까?,2025-01-13 16:13,49,https://v.daum.net/v/20250113104131278,752,동아일보,2.03E+16,,과일
2025-01-13,다음,뉴스,여성,50대,전업주부,서울,성북구,“과일주스·탄산음료로 연 33만 명 사망”… ‘제로○○’은 안전할까?,2025-01-13 13:58,137,https://v.daum.net/v/20250113104131278,752,동아일보,2.03E+16,,과일
2025-01-13,네이버,뉴스,남성,40대,화이트칼라,경기,시흥시,“김치업체 보유분까지 푼다” 배추 물량 얼마나 적길래?,2025-01-13 18:28,125,https://n.news.naver.com/article/056/0011874040?cds=news_edit,2459,KBS,11874040,경제,배추
2025-01-13,기타,뉴스,남성,50대,화이트칼라,강원,강릉시,"“사과 쓰지 마! 배도 안돼” ‘상표권 깡패’ 애플, 소송만 수백 건 - 헤럴드경제",2025-01-13 13:03,70,https://mbiz.heraldcorp.com/article/3152757,2307,헤럴드경제,,,사과
2025-01-13,다음,뉴스,남성,40대,블루칼라,충남,아산시,"“아빠, 이사 안 가요?”…“집이 팔려야 가지” [수민이가 궁금해요]",2025-01-13 06:00,23,https://v.daum.net/v/20250112192338255,1145,세계일보,2.03E+16,,가지
2025-01-13,네이버,뉴스,여성,30대,기타,경기,부천시 소사구,"“아빠, 이사 안 가요?”…“집이 팔려야 가지” [수민이가 궁금해요]",2025-01-13 03:36,5,https://n.news.naver.com/article/022/0004002022?cds=news_edit,1145,세계일보,4002022,경제,가지
2025-01-13,네이버,뉴스,여성,50대,블루칼라,서울,서대문구,“어쩐지 안보이더라” 제철인데도 자취 감춘 ‘이 과일’,2025-01-13 16:19,11,https://n.news.naver.com/article/243/0000071178?cds=news_edit,1642,이코노미스트,71178,경제,제철
2025-01-13,네이버,뉴스,여성,60대,전업주부,서울,성동구,“한파에 시설감자 이상 없어야 할텐데…” 농작물 생육관리 긴급 전파,2025-01-13 04:01,7,https://n.news.naver.com/article/662/0000059755?cds=news_edit,478,농민신문,59755,경제,감자
2025-01-13,네이버,뉴스,여성,20대,,서울,양천구,"1.5배 치솟은 마른김 가격…수산물값, 농산물값보다 더 뛰어",2025-01-13 14:47,20,https://n.news.naver.com/article/422/0000704888?type=editn&cds=news_edit,1447,연합뉴스TV,704888,경제,농산물
2025-01-13,네이버,뉴스,남성,40대,블루칼라,광주,서구,13일부터 금융권 중도상환수수료 절반 수준 인하,2025-01-13 19:43,16,https://n.news.naver.com/article/082/0001306810?iid=948,964,부산일보,1306810,경제,수수
2025-01-13,다음,뉴스,남성,60대,블루칼라,서울,구로구,"2TV 생생정보 가격파괴WHY' 3500원 버섯칼굿수, 시장 상인 원핏 맛집 '어디?'",2025-01-13 19:15,55,https://v.daum.net/v/20200106185512974,2105,티브이데일리,2.02E+16,,버섯
2025-01-13,다음,뉴스,남성,60대,블루칼라,서울,구로구,"2TV 생생정보 가격파괴WHY' 3500원 버섯칼굿수, 시장 상인 원핏 맛집 '어디?'",2025-01-13 19:16,31,https://v.daum.net/v/20200106185512974,2105,티브이데일리,2.02E+16,,버섯
2025-01-13,네이버,뉴스,남성,30대,학생,서울,중랑구,"국민 반찬' 마른김 가격 폭등…수산물값, 농산물보다 더 뛰어",2025-01-13 13:08,3,https://n.news.naver.com/mnews/article/055/0001222993,2521,SBS뉴스,1222993,경제,농산물
2025-01-13,네이버,뉴스,남성,60대,화이트칼라,서울,서대문구,금융권 13일부터 중도상환수수료 절반으로,2025-01-13 13:22,5,https://n.news.naver.com/article/001/0015154913?sid=101,1446,연합뉴스,15154913,"경제,사회",수수
2025-01-13,다음,뉴스,남성,50대,화이트칼라,전북,전주시 완산구,농업인 직불금 5% 인상... '금배추' 비축기간은 3개월로 연장,2025-01-13 17:27,6,https://v.daum.net/v/20250113171037484?x_trkm=t,2266,한국일보,2.03E+16,,배추
2025-01-13,다음,뉴스,여성,50대,화이트칼라,서울,마포구,딸기 디저트' 비싸서 먹기 꺼렸는데…놀라운 소식 전해졌다,2025-01-13 21:47,14,https://v.daum.net/v/20250113182902054,2217,한국경제,2.03E+16,,딸기
2025-01-13,네이버,뉴스,남성,50대,화이트칼라,부산,남구,"마른김 한장 100→150원, 1년새 1.5배↑…수산물값, 농산물보다 더 뛰어",2025-01-13 11:23,8,https://n.news.naver.com/article/082/0001307229?cds=news_edit,964,부산일보,1307229,경제,농산물
2025-01-13,네이버,뉴스,남성,50대,화이트칼라,부산,남구,"마른김 한장 100→150원, 1년새 1.5배↑…수산물값, 농산물보다 더 뛰어",2025-01-13 11:11,230,https://n.news.naver.com/article/082/0001307229?cds=news_edit,964,부산일보,1307229,경제,농산물
2025-01-13,네이버,뉴스,여성,30대,학생,서울,송파구,바나나맛 우유 제쳤다… 외국인이 한국 편의점서 ‘싹쓸이’한 제품은?,2025-01-13 03:45,2,https://n.news.naver.com/article/346/0000086040,2318,헬스조선,86040,생활,바나나
2025-01-13,네이버,뉴스,남성,60대,화이트칼라,대구,달성군,설 앞두고 배추 등 농산물 1만 톤 푼다…배·귤도 확대공급,2025-01-13 15:12,2,https://n.news.naver.com/article/025/0003414407?sid=101,1893,중앙일보,3414407,경제,배추
2025-01-13,다음,뉴스,여성,50대,화이트칼라,서울,중랑구,송중기 이탈리아 집 대체 어떻길래 “올리브나무 있어 오일 추출까지”(냉부해),2025-01-13 01:47,42,https://v.daum.net/v/20250112213815415?x_trkm=t,530,뉴스엔,2.03E+16,,올리브
2025-01-13,다음,뉴스,여성,40대,화이트칼라,인천,남동구,송중기 이탈리아 집 대체 어떻길래 “올리브나무 있어 오일 추출까지”(냉부해),2025-01-13 01:20,5,https://v.daum.net/v/20250112213815415?x_trkm=t,530,뉴스엔,2.03E+16,,올리브
2025-01-13,다음,뉴스,여성,40대,화이트칼라,서울,서초구,송중기 이탈리아 집 대체 어떻길래 “올리브나무 있어 오일 추출까지”(냉부해),2025-01-13 00:05,29,https://v.daum.net/v/20250112213815415?x_trkm=t,530,뉴스엔,2.03E+16,,올리브
2025-01-13,다음,뉴스,남성,60대,화이트칼라,서울,노원구,시청역 역주행 희생자에 ‘토마토 주스’ 조롱한 남성 ‘불기소’,2025-01-13 21:46,166,https://v.daum.net/v/20250113194828602,1145,세계일보,2.03E+16,,토마토
2025-01-13,네이버,뉴스,남성,40대,화이트칼라,전남,목포시,"애플페이, 국내 교통카드 연동 '좌초'…수수료 협상이 관건",2025-01-13 20:45,129,https://n.news.naver.com/article/030/0003275170?sid=101,1788,전자신문,3275170,경제,수수
2025-01-13,네이버,뉴스,남성,40대,화이트칼라,전남,목포시,"애플페이, 국내 교통카드 연동 '좌초'…수수료 협상이 관건",2025-01-13 20:50,2,https://n.news.naver.com/article/030/0003275170?sid=101,1788,전자신문,3275170,경제,수수
2025-01-13,네이버,뉴스,여성,40대,전업주부,인천,계양구,약 복용 중 '자몽 섭취 금지' 문구 사라질 수도,2025-01-13 17:22,2,https://n.news.naver.com/article/584/0000030433?cds=news_my,257,동아사이언스,30433,생활,자몽
2025-01-13,네이버,뉴스,여성,50대,전업주부,서울,강서구,예금보호한도 1억으로 상향… 중도상환수수료 최대 절반 인하 [마이머니],2025-01-13 09:41,19,https://n.news.naver.com/article/022/0004000099?sid=101,1145,세계일보,4000099,경제,수수
2025-01-13,기타,뉴스,여성,50대,,경기,안양시 동안구,"오늘N' 오늘방송맛집- 할매 식당, 보리밥 맛집 '원○○○○○○' - 이투데이",2025-01-13 18:13,2,https://m.etoday.co.kr/view.php?idxno=2437204,1650,이투데이,,,보리
2025-01-13,기타,뉴스,여성,50대,,경기,안양시 동안구,"오늘N' 오늘방송맛집- 할매 식당, 보리밥 맛집 '원○○○○○○' - 이투데이",2025-01-13 18:14,8,https://m.etoday.co.kr/view.php?idxno=2437204,1650,이투데이,,,보리
2025-01-13,기타,뉴스,여성,50대,,경기,안양시 동안구,"오늘N' 오늘방송맛집- 할매 식당, 보리밥 맛집 '원○○○○○○' - 이투데이",2025-01-13 18:14,9,https://m.etoday.co.kr/view.php?idxno=2437204,1650,이투데이,,,보리
2025-01-13,네이버,뉴스,여성,20대,,부산,금정구,오늘부터 중도상환수수료 인하…폐지는 왜 안 될까,2025-01-13 13:34,25,https://n.news.naver.com/mnews/article/056/0011873983,2459,KBS,11873983,경제,수수
2025-01-13,네이버,뉴스,여성,20대,,충북,청주시 상당구,온라인도매시장 통해 농산물 6000t 규모 지원,2025-01-13 16:19,3,https://n.news.naver.com/article/656/0000118036?cds=news_my,650,대전일보,118036,사회,농산물
2025-01-13,네이버,뉴스,여성,50대,,경기,의정부시,"이상 기후' 수많은 경고음에도...60년 후 김장할 배추·무 못 키운다 [기후변화, 밥상의 위기]",2025-01-13 11:14,4,https://n.news.naver.com/article/469/0000843652?type=editn&cds=news_edit,2266,한국일보,843652,경제,배추
2025-01-13,네이버,뉴스,남성,60대,기타,대전,동구,"이상 기후' 수많은 경고음에도...60년 후 김장할 배추·무 못 키운다 [기후변화, 밥상의 위기]",2025-01-13 09:42,5,https://n.news.naver.com/article/469/0000843652?cds=news_edit,2266,한국일보,843652,경제,배추
2025-01-13,네이버,뉴스,여성,50대,기타,서울,강서구,"이상 기후' 수많은 경고음에도...60년 후 김장할 배추·무 못 키운다 [기후변화, 밥상의 위기]",2025-01-13 13:03,3,https://n.news.naver.com/article/469/0000843652?cds=news_edit,2266,한국일보,843652,경제,배추
2025-01-13,네이버,뉴스,여성,20대,,충북,청주시 상당구,"전북 농민들 ""벼 재배면적 감축 정책은 영농권 침해""…철회 촉구",2025-01-13 16:25,2,https://n.news.naver.com/article/001/0015156556?cds=news_my,1446,연합뉴스,15156556,"사회,경제",재배
2025-01-13,네이버,뉴스,여성,40대,블루칼라,경기,과천시,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-13 00:11,4,https://n.news.naver.com/article/011/0004438635?cds=news_my,1092,서울경제,4438635,경제,딸기
2025-01-13,네이버,뉴스,남성,50대,기타,경기,고양시 일산동구,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-13 04:30,2,https://n.news.naver.com/article/011/0004438635?type=main,1092,서울경제,4438635,경제,딸기
2025-01-13,네이버,뉴스,여성,30대,화이트칼라,경기,광주시,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-13 06:03,71,https://n.news.naver.com/article/011/0004438635?cds=news_edit,1092,서울경제,4438635,경제,딸기
2025-01-13,네이버,뉴스,남성,30대,학생,강원,원주시,점심 먹고 카페 갔다가 '깜짝'…밥값 보다 '딸기 케이크' 가격이 더 비싸네?,2025-01-13 00:35,11,https://n.news.naver.com/article/011/0004438635?cds=news_edit,1092,서울경제,4438635,경제,딸기
